ID,ROI,Area,X,Y,Mean_CD34,StDev_CD34,Mode_CD34,Min_CD34,Max_CD34,Median_CD34,Skew_CD34,Kurt_CD34,Background_CD34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_Nppb,StDev_Nppb,Mode_Nppb,Min_Nppb,Max_Nppb,Median_Nppb,Skew_Nppb,Kurt_Nppb,Background_Nppb,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_nefh,StDev_nefh,Mode_nefh,Min_nefh,Max_nefh,Median_nefh,Skew_nefh,Kurt_nefh,Background_nefh,Mean_S100b,StDev_S100b,Mode_S100b,Min_S100b,Max_S100b,Median_S100b,Skew_S100b,Kurt_S100b,Background_S100b,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_sstr2,StDev_sstr2,Mode_sstr2,Min_sstr2,Max_sstr2,Median_sstr2,Skew_sstr2,Kurt_sstr2,Background_sstr2,Mean_Fxyd2,StDev_Fxyd2,Mode_Fxyd2,Min_Fxyd2,Max_Fxyd2,Median_Fxyd2,Skew_Fxyd2,Kurt_Fxyd2,Background_Fxyd2,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Cellstack,Thumbnail
890,0394-1648,112,1648.0625,394.4196,31.5893,9.7727,32,10,54,32,0.02854,-0.3226,28.9441,38.2232,15.2231,30,0,82,37,0.3928,-0.003794,33.514,35.4732,13.0591,36,12,85,36,0.5786,1.1087,33.1224,24.8036,8.6741,24,6,55,24,0.625,0.6529,17.9161,45.9375,14.4186,45,15,90,45,0.2419,0.05215,41.3811,12.4732,3.1764,13,5,23,12,0.2895,0.4492,12.2657,102.8929,34.7934,52,37,167,106,-0.08284,-1.2222,28.4685,14.875,7.7994,4,2,36,15,0.26,-0.527,5.3531,53.6964,10.0152,51,23,73,54,-0.5151,0.05851,27.9126,19.1339,3.4784,19,10,27,19,-0.2316,-0.1713,20.6154,26.0268,5.8732,24,12,45,26,0.1405,0.3414,27.1643,8.4286,2.5984,7,3,15,8,0.2536,-0.3898,5.8776,23.5982,2.666,23,18,29,23,0.06075,-0.531,22.0699,33.1161,3.466,34,25,41,33,0.1496,-0.5333,29.8531,64.8214,14.1474,57,36,105,62,0.5132,0.1244,32.4231,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\891_0394-1648.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\891_0394-1648.tif
891,0392-1633,69,1633.3841,392.3261,32.1449,11.0644,37,10,54,32,-0.03685,-0.803,28.6303,32.6377,16.7041,37,0,82,30,0.4406,0.1814,31.584,33.5652,10.8078,36,12,60,36,0.4086,0.007438,32.1218,19.9565,7.0135,18,6,37,18,0.4731,-0.01625,18.9832,43.2609,13.4991,45,15,75,45,0.107,-0.4068,39.2647,12.0435,2.2909,12,7,17,12,-0.1498,-0.3723,12.0252,33.5507,8.9911,30,19,60,31,1.1085,1.0667,22.3655,9.1594,2.5066,9,5,16,9,0.6136,-0.04865,6.2563,36.2754,6.4827,35,23,52,36,0.3254,-0.5131,26.9118,21.6812,3.9388,19,14,31,21,0.3853,-0.5988,21.1008,26.8841,5.7151,29,13,39,27,-0.007884,-0.4047,27.9958,7.087,2.2605,6,3,12,7,0.1453,-0.4256,5.9538,22.2174,1.9768,22,18,28,22,0.2588,-0.02951,22.0546,33.2609,10.6587,30,19,99,31,4.2568,21.5698,29.9958,46.2464,13.363,39,15,78,46,-0.06702,-0.3179,30.3866,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\892_0392-1633.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\892_0392-1633.tif
892,0623-1932,94,1933.8511,622.4362,32.734,12.3124,27,5,75,32,0.5728,0.78,22.0483,27.3404,15.0965,30,0,60,30,0.2498,-0.4549,26.2241,30.6383,13.3577,24,12,72,24,0.8061,0.7096,26.569,31.0745,12.1587,24,12,62,31,0.4905,-0.4215,15.1172,40.3723,14.7604,45,15,75,45,0.1033,-0.3808,47.1207,9.8936,2.0711,9,6,17,10,0.5298,0.5971,10.1483,28.4894,7.5744,25,16,48,27,0.6562,-0.2991,19.7448,13.8511,6.6639,14,3,26,14,-0.01638,-1.2357,5.7276,79.234,16.9004,77,42,124,79,0.06064,-0.2462,33.0241,11.0851,3.6915,10,4,22,11,0.6039,0.3602,16.6483,21.7447,4.7359,21,7,33,22,-0.388,0.4341,23.6655,7.9043,1.9679,7,4,12,8,0.2788,-0.4283,6.6448,21.9468,2.0861,21,18,26,22,0.1781,-0.6668,20.4828,30.8298,2.5129,30,27,38,31,0.5943,0.009409,29.4414,56.2766,12.1765,61,29,81,57,0.02508,-0.6211,28.2172,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\893_0623-1932.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\893_0623-1932.tif
893,0483-2151,235,2152.7426,483.8064,38.9447,13.8104,32,5,92,37,0.4707,0.4719,35.6131,48.5149,19.5493,45,0,105,45,0.194,-0.05744,40.1131,45.3106,15.2394,48,12,97,48,0.2476,0.04421,38.3733,25.2468,8.9461,24,6,68,24,0.8436,1.7701,22.19,54.5745,17.1042,60,15,135,60,0.6536,1.6901,47.138,10.4596,2.8453,10,4,19,10,0.5008,0.06977,10.3032,34.5702,30.6845,13,8,124,16,1.1956,0.1897,22.9638,41.4255,11.0511,45,7,69,42,-0.4618,0.3071,24.2828,100.7234,25.0898,79,43,176,101,0.09933,-0.00991,68.767,18.0936,11.1551,12,5,56,14,1.3068,1.1322,16.6199,20.566,6.1086,15,5,38,21,0.1513,-0.2459,22.7059,7.766,2.1385,7,3,15,7,0.3798,0.2322,7.0814,23.7957,2.6248,23,18,34,24,0.7104,0.9544,22.5566,31.6936,3.3981,31,24,49,31,0.7735,2.2223,30.3982,91.4255,17.5637,90,37,138,92,-0.07825,-0.001492,42.6471,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\894_0483-2151.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\894_0483-2151.tif
894,0461-2181,42,2181.2619,461.7619,30.0714,10.6962,32,10,65,32,0.6538,1.3536,36.726,33.6905,17.3858,30,0,67,30,0.2971,-0.5817,30.3927,33.4286,12.2994,36,12,72,36,0.7131,1.0684,35.347,19.4762,8.3293,12,6,37,18,0.6014,-0.505,23.2922,43.5714,13.1727,45,15,75,45,-0.2526,0.1775,45.5479,12.5476,3.2849,12,5,20,12,-0.06457,-0.3601,10.9772,72.8095,19.1684,68,41,109,68,0.3467,-0.9676,35.9452,18.381,4.5743,15,11,29,18,0.4826,-0.4793,17.7945,44.0476,8.1897,46,27,67,44,0.8089,0.9605,46.1598,15.6429,3.8243,15,7,23,16,-0.09031,-0.7843,17.105,18.6429,3.0907,18,13,26,19,0.1392,-0.6543,22.6758,8.0714,1.8792,7,5,12,8,0.5876,-0.1401,7.1507,20.9286,1.3685,21,18,24,21,0.01415,-0.5847,21.1826,28.8333,2.5559,28,24,36,28,0.4629,0.1271,29.2009,57.1905,8.1965,54,39,74,56,0.06131,-0.5416,36.2968,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\895_0461-2181.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\895_0461-2181.tif
895,0637-2214,70,2213.8429,636.8571,32.0714,13.8505,27,5,70,32,0.5366,0.1007,30.416,45.5571,20.4767,30,0,90,45,0.1456,-0.6261,42.868,51.5714,27.3351,36,12,133,48,1.2038,0.9577,40.028,81.2714,24.1036,80,24,149,80,0.2239,0.01608,33.228,93,33.5507,60,30,180,90,0.4439,-0.5018,64.26,10.8857,2.7691,11,4,18,11,0.1234,0.6445,10.868,14.5143,2.3941,15,9,19,15,-0.3975,-0.235,13.476,24.2429,12.1255,21,3,56,24,0.4817,-0.1491,28.228,35.2429,10.237,25,18,58,35,0.3772,-0.6176,47.296,17.4,3.7625,18,11,31,18,0.7392,1.2235,16.268,22.6857,5.6042,22,10,36,22,0.4017,-0.1168,22.732,21.6714,8.694,28,7,44,23,0.01431,-0.8644,11.46,30.0143,4.4899,28,22,42,29,0.6031,-0.1151,23.56,32.1571,4.1967,32,24,45,32,0.9092,1.0657,29.432,53.2,10.6887,45,28,73,55,-0.2025,-0.5664,30.076,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\896_0637-2214.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\896_0637-2214.tif
896,0667-2205,219,2205.4635,667.7192,26.2603,9.2161,27,0,54,27,0.1395,0.3662,23.9241,32.9269,15.2999,37,0,75,30,0.223,-0.3198,27.8266,30.5251,13.2493,24,12,133,24,2.4823,15.4321,25.2358,18.589,7.1218,18,6,37,18,0.4773,0.141,15.607,38.4247,13.551,30,0,75,30,0.6761,0.6868,34.2683,9.5936,2.2184,10,4,16,10,0.1304,0.3411,10.3659,30.0685,8.4544,30,13,52,30,0.1325,-0.5546,20.2547,20.8858,9.8898,17,3,52,20,0.6955,0.6176,8.2575,62.1689,23.2753,52,13,122,65,-0.1803,-0.5113,35.1734,13.9726,4.3704,12,4,25,13,0.2254,-0.6107,16.2466,19.2557,4.4832,17,9,30,19,0.08342,-0.4642,21.5285,5.6758,1.6226,5,2,10,6,0.0675,-0.7014,4.6856,20.5936,1.5634,21,16,24,21,0.02805,-0.2964,19.748,28.2694,2.4298,28,22,36,28,0.1456,-0.09228,27.1626,49.863,10.1095,45,22,77,50,0.08154,0.1596,25.2439,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\897_0667-2205.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\897_0667-2205.tif
897,0613-2231,579,2231.215,612.8195,32.2418,11.6994,32,5,75,32,0.4599,0.3757,27.4839,41.9724,19.8964,37,0,150,37,0.7278,1.4777,36.4642,40.1537,13.5258,36,12,109,36,0.5984,1.1791,32.2151,22.3558,9.3443,18,0,105,24,2.0374,13.689,18.2061,48.4197,16.5533,45,0,90,45,0.08209,-0.2529,40.8065,9.9983,2.903,10,3,20,10,0.24,-0.05265,10.5466,83.1952,33.8165,18,13,193,87,-0.2945,-0.17,38.6183,40.5509,14.7513,36,3,90,41,-0.3721,0.9396,14.3136,84.1261,27.7858,86,15,136,89,-0.9054,0.1765,46.276,13.7047,4.3131,15,4,25,14,0.1295,-0.6039,16.2796,22.1952,4.2939,24,10,35,22,0.0743,-0.2777,23.7419,7.3126,1.7747,8,3,13,7,0.2503,0.134,5.5627,22.437,2.1607,22,17,30,22,0.3281,-0.1047,21.1541,30.4698,3.9875,29,23,87,30,6.7078,83.3661,29.8674,56.4335,12.8746,52,13,96,56,-0.3212,0.3422,28.1631,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\898_0613-2231.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\898_0613-2231.tif
898,0591-2279,90,2279.8222,592.1444,49.9556,14.0696,37,27,97,48,0.4912,0.03599,39.2935,54.5,19.6092,30,15,97,52,0.172,-0.7642,46.7609,63.0111,25.9063,60,24,145,60,1.0817,0.9283,44.6014,26.3111,9.9917,24,6,62,24,0.4101,0.5325,23.1884,78.8333,21.9812,60,45,135,75,0.4774,-0.4036,59.4565,17.9111,4.668,15,12,33,17,1.4149,1.8191,14.1522,19.3111,3.7586,16,10,29,19,0.1885,-0.378,16.308,11.4889,2.5932,9,5,18,12,-0.02222,-0.4724,8.3297,53.5444,13.9953,39,11,99,55,-0.118,0.7727,38.7101,24.8444,4.0305,25,16,35,25,-0.003959,-0.4684,20.1123,31.2667,6.0833,31,20,48,31,0.4043,0.006475,28.0399,9,1.943,7,4,14,9,0.09242,-0.7997,6.2391,26.0889,3.5463,26,19,35,26,0.2699,-0.4282,23.2862,35.3,4.8885,32,27,56,35,1.0376,2.3527,30.8986,47.5111,11.3506,51,24,77,48,0.4021,0.2005,27.5109,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\899_0591-2279.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\899_0591-2279.tif
899,0529-2366,469,2366.2505,529.2441,61.3412,21.609,65,5,151,59,0.8172,1.1167,33.8036,36.6844,20.6108,37,0,105,37,0.4534,0.0003141,46.3948,43.7633,12.8451,36,12,97,48,0.5824,0.6906,40.3166,50.7122,17.4579,55,6,105,49,0.3657,0.1873,24.8036,54.403,19.6569,45,0,120,60,0.2443,-0.05783,46.2625,10.1642,2.6199,10,3,20,10,0.01341,-0.1971,9.5992,41.7207,10.8141,43,16,78,40,0.683,0.3187,19.3367,37.9083,9.2169,39,10,61,37,0.09175,-0.2685,30.6453,69.7036,15.6757,68,34,116,69,0.2032,-0.3829,52.0281,14.823,3.7634,14,5,32,15,0.3501,0.3943,15.3106,24.081,4.335,24,11,40,24,0.15,0.2487,24.3046,7.0533,1.7757,7,2,12,7,-0.1631,0.1184,6.1283,22.7825,2.2071,23,16,30,23,0.2623,-0.07272,21.7315,30.629,3.5941,30,23,56,30,1.7345,8.4653,29.6653,52.3539,12.3629,50,16,86,52,-0.02517,-0.4054,29.5391,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\900_0529-2366.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\900_0529-2366.tif
900,0662-2272,396,2272.4773,662.2626,31.4242,12.1145,32,5,103,32,1.4805,6.1026,28.8607,32.2525,14.9991,37,0,75,30,0.129,-0.2482,33.7214,35.5505,12.3733,36,12,97,36,0.7507,1.7171,35.3139,28.1288,10.5476,31,0,68,31,0.5211,0.8783,19.8732,49.4318,29.3903,45,0,255,45,2.8909,12.4861,82.6091,10.0152,2.5547,9,3,17,10,0.1947,-0.3457,10.7588,61.2753,17.4429,56,25,117,59,0.9228,0.8334,52.4158,24.7146,6.0027,22,10,41,25,0.1474,-0.2411,11.1726,67.7323,18.9341,69,17,123,69,-0.3258,-0.2903,43.262,17.7753,13.7081,13,5,101,15,3.8367,16.605,30.8274,20.7551,4.2763,23,9,31,21,-0.08976,-0.4708,22.9376,8.8157,2.3662,7,3,17,9,0.3216,0.2423,8.4969,21.8788,2.4184,21,18,34,22,1.1582,2.7111,21.2453,30.9697,6.7008,30,19,100,30,5.1424,38.547,29.5759,55.4444,13.4836,54,22,106,55,0.1819,-0.09531,30.9938,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\901_0662-2272.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\901_0662-2272.tif
901,0604-2496,459,2495.8203,605.256,38.1481,14.7902,32,5,97,37,0.6438,0.6502,32.0717,36.5207,18.2106,37,0,97,37,0.3944,0.07192,35.8127,40.7734,13.9441,36,12,109,36,0.8536,1.395,36.7769,50.6776,17.0209,49,12,118,49,0.3692,0.1476,30.6693,48.0719,19.6097,45,0,105,45,0.09896,-0.07431,47.3307,10.2723,2.7876,10,4,18,10,0.2226,0.04922,19.3247,65.5882,20.108,52,29,124,64,0.5815,-0.1872,26.8367,27.9303,10.2712,31,3,54,30,-0.3827,-0.3652,16.1713,73.6928,17.8912,79,27,123,76,-0.1451,-0.2606,33.739,14.3464,3.7446,13,5,26,14,0.1494,-0.2513,19.1853,22.4379,4.7719,22,10,35,23,-0.07488,-0.4093,25.7211,8.098,2.2364,7,3,16,8,0.4598,0.282,6.4283,23.0697,2.5335,23,17,32,23,0.6942,0.5601,22.3367,31.22,4.7341,29,24,80,31,5.2329,43.9463,31.4582,57.2876,15.0736,67,20,101,57,0.01821,-0.3108,29.9223,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\902_0604-2496.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\902_0604-2496.tif
902,0715-2259,37,2259.6081,714.7432,24.0811,8.2171,21,5,37,21,-0.2165,-0.3697,26.6585,38.8378,17.7709,22,7,82,37,0.6268,-0.2983,34.6,40.8649,12.477,36,24,72,36,0.3307,-0.4543,31.6098,17.8919,6.9553,24,6,31,18,-0.1092,-0.9361,19.322,80.6757,40.2106,45,15,165,75,0.439,-0.9797,59.7073,11.3514,2.541,10,5,16,11,-0.1744,-0.179,10.2537,31.5676,12.0705,26,13,59,27,0.3767,-0.9077,24.2293,4.8649,1.4937,6,2,8,6,-0.3747,-0.9343,11.3512,22.1892,7.8558,20,4,39,21,0.3621,0.5935,30.4244,29.6216,9.7478,19,16,51,29,0.5539,-0.7037,24.7171,20.7027,4.949,16,11,32,20,0.1288,-0.6695,22.6488,9.1351,2.7199,11,3,14,9,-0.5641,-0.2709,6.6976,21.4324,1.7723,22,18,26,22,0.2342,0.008447,20.8341,30.4595,3.211,29,22,38,30,0.04063,0.4866,29.5951,51.7297,10.4633,51,29,68,53,-0.3356,-0.8149,31.3951,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\903_0715-2259.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\903_0715-2259.tif
903,0871-2353,65,2353.2692,870.9154,60.1077,15.0157,65,32,113,59,0.6089,1.2424,52.4873,75.0462,26.6109,82,30,172,75,1.0417,1.9222,69.1102,72.5231,17.0277,72,36,121,72,0.2736,-0.2779,61.1356,36.5538,10.0717,37,12,62,37,-0.1497,-0.1199,34.0593,95.0769,22.5432,75,60,150,90,0.4115,-0.4502,82.8178,14.8,2.6173,15,10,20,15,-0.1699,-0.6742,14.339,17.1385,2.9521,18,11,28,17,0.576,1.5327,18.7119,39.2,9.5315,48,22,63,38,0.3313,-0.4964,26.6441,87.3692,19.4395,87,47,146,87,0.3523,0.3416,67.5424,21.0615,4.7627,20,10,33,20,0.258,-0.05817,21.9025,37.1385,5.1078,34,27,51,37,0.3197,-0.2423,35.2924,8,2.031,7,3,11,7,-0.05639,-0.1238,7.5042,29.5692,2.9894,30,23,38,30,0.454,0.6507,28.3347,37.0462,4.1058,35,29,45,37,0.04041,-0.9453,36.8347,49.6154,7.6683,46,35,65,50,-0.02867,-0.7899,39.6822,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\904_0871-2353.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\904_0871-2353.tif
904,0881-2359,76,2359.1316,881.0263,49.5395,15.8379,48,21,103,48,0.6726,1.1256,42.4786,65.8553,24.7385,67,0,127,67,-0.09886,-0.08997,55.9689,54.3684,15.9774,60,12,109,60,0.263,1.0842,45.7704,35.2237,10.6177,31,12,68,37,0.2816,0.4472,26.5798,84.2763,27.0519,75,30,150,90,0.1978,-0.1744,71.2646,14.8553,2.6316,16,8,19,15,-0.3323,-0.5079,13.537,16,2.1664,14,11,22,16,0.5623,0.565,16.5136,15.4342,10.2714,3,3,35,15,0.2533,-1.3955,12.6615,54.4868,19.244,63,16,98,57,-0.2035,-0.6388,41.0389,21.5789,4.4878,24,11,32,22,0.08341,-0.4172,20.4086,37.3158,6.8161,43,17,48,38,-0.7122,0.1421,32.6537,7.3289,2.0225,7,4,12,7,0.1291,-0.1233,7.4397,25.9474,3.2451,24,18,35,26,0.07098,-0.01748,24.2568,36.6053,7.0561,36,26,76,36,3.0501,13.047,33.9455,43.1316,10.9646,42,20,70,43,-0.2501,-0.1767,33.1673,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\905_0881-2359.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\905_0881-2359.tif
905,0908-2090,318,2089.5881,909,33.6384,12.2221,32,5,86,32,0.7493,1.6184,30.7011,35.9277,17.3161,37,0,82,37,0.2756,-0.1945,32.2506,36.5692,13.5071,36,12,133,36,1.5243,7.5402,27.2828,29.8491,12.1734,31,6,105,31,1.1214,3.9823,22.8115,49.4811,16.4364,45,0,105,45,0.2099,0.1394,39.5517,10.6918,2.8693,10,3,19,10,0.3863,0.3451,10.3034,53.783,25.3913,39,13,142,51,0.7576,0.7808,30.9839,19.5377,9.5334,3,3,40,21,-0.2408,-0.8517,14.2759,49.4497,16.411,48,13,108,50,-0.074,0.1424,38.8023,15.8082,3.2085,18,7,26,16,-0.04638,-0.3333,15.2138,24.1038,4.5586,24,12,39,24,0.2249,0.03589,24.269,7.0723,1.7505,7,2,12,7,0.1155,0.3481,5.2391,23.283,2.6022,21,17,30,23,0.354,-0.1944,20.8529,31.1572,2.9218,30,22,40,31,0.09758,0.1866,29.046,53.2767,12.0215,51,22,84,54,-0.1707,-0.3788,27.3563,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\906_0908-2090.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\906_0908-2090.tif
906,0860-2120,85,2119.6294,860.5588,30.6,10.4508,27,10,54,27,0.3589,-0.5562,32.1527,45.0353,17.4202,37,0,105,45,0.5942,1.0568,48.5534,39.1059,14.4799,36,12,72,36,0.5968,-0.5463,44.1794,21.9882,7.811,24,12,43,24,0.4279,-0.5961,20.5878,49.5882,16.2057,45,15,90,45,-0.003848,0.101,50.0954,9.6353,2.2931,10,5,15,10,-0.1188,-0.2828,9.3779,19.8471,4.6407,23,11,31,20,0.1734,-0.752,14.4008,30.1412,13.3445,17,9,59,28,0.5191,-0.7358,33.0076,79.0353,24.9153,85,22,129,80,0.1631,-0.729,58.8779,12.1294,3.7569,13,4,20,12,0.009606,-0.5116,15.2481,24.2941,4.137,25,17,32,24,0.0897,-0.7742,26.2443,7.1412,1.2924,7,4,10,7,-0.09798,0.6406,6.7099,22.3412,1.8097,23,19,27,22,0.2466,0.08309,22.3931,30.0471,2.5209,30,23,37,30,0.0004706,0.6794,30.5916,45.0235,7.6656,51,28,66,45,-0.1952,-0.09035,30.0076,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\907_0860-2120.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\907_0860-2120.tif
907,0801-2153,103,2153.3058,801.7718,29.4078,12.4998,32,5,86,27,1.143,3.7744,31.548,31.0777,16.0506,30,0,82,30,0.5948,0.1716,38.7224,38.9223,13.3142,36,12,85,36,0.7491,0.8073,39.9146,38.2233,14.2078,31,6,80,37,0.4801,0.3955,31.1566,42.9612,17.3267,30,15,90,45,0.2285,-0.5403,49.6441,9.5825,2.3495,9,4,15,9,0.2033,-0.2656,15.484,49.8252,15.4662,55,17,81,54,-0.4203,-0.9098,30.089,24.6699,5.9514,21,8,35,26,-0.7358,-0.07028,21.911,62.8544,14.1431,71,25,95,65,-0.3832,-0.2441,49.79,13.6505,3.4119,14,6,23,14,0.2757,0.03471,15.5907,17.8932,4.7793,18,6,33,18,0.1303,0.2139,22.9217,6.6699,1.6591,8,3,10,7,-0.3586,-0.403,5.9858,21.3689,1.6026,20,16,28,21,0.3036,2.5,21.427,29.0485,3.0337,27,24,42,29,0.8448,1.6724,29.6263,70.8252,10.2607,76,47,96,70,0.1095,-0.6119,39.0534,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\908_0801-2153.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\908_0801-2153.tif
908,0792-2145,40,2144.6,792.65,24.725,8.5545,32,10,43,27,-0.09066,-0.8498,29.5525,29.55,14.9751,37,0,67,30,-0.08437,-0.2183,36.7032,29.7,9.4087,24,12,48,24,0.2451,-0.365,35.6164,34.725,12.7581,24,12,62,31,0.3274,-0.8963,26.7032,38.25,15.1721,30,15,60,30,0.08808,-1.0855,44.589,10.025,3.0169,11,4,16,11,-0.1888,-0.7825,10.0959,68.475,18.763,78,18,99,74,-0.7884,0.3583,36.6027,22.375,3.2714,20,17,29,22,0.3466,-0.5438,19.4292,56.4,10.195,59,34,77,59,-0.1598,-0.6229,47.3836,12.925,3.5256,17,6,18,14,-0.3211,-0.9871,15.032,19.075,4.9994,16,7,31,19,0.3004,0.1671,21.589,5.975,2.0938,6,2,10,6,0.2032,-0.6881,6.5251,21.15,2.6462,20,17,32,21,1.8876,5.5879,21.3242,28.5,2.2303,28,24,34,28,0.2387,-0.2128,29.1096,55.75,10.4801,65,31,79,57,-0.2225,-0.1429,40.0685,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\909_0792-2145.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\909_0792-2145.tif
909,0801-1773,425,1772.6106,801.4553,31.36,12.7412,32,5,86,32,0.6349,1.0126,28.3714,37.1765,17.9071,30,0,135,37,0.7567,1.6705,31.1432,35.8729,16.4987,36,12,97,36,0.8538,0.7939,28.0581,25.3341,10.7826,24,6,87,24,1.0693,2.4851,16.3361,46.2,18.562,45,15,105,45,0.5358,0.1308,37.6556,10.8376,2.6855,10,3,18,11,0.04903,-0.01794,11.334,49.24,17.5623,36,14,106,47,0.5298,-0.02115,18.7241,16.9788,10.5398,3,2,45,14,0.7157,-0.343,5.9585,67.7906,25.5938,50,18,131,67,0.3187,-0.6982,24.9855,14.4894,4.4026,15,5,27,14,0.234,-0.4515,18.7012,24.5882,5.8975,25,10,40,25,-0.008364,-0.473,27.3714,8.7718,3.3055,7,3,20,8,0.3359,-0.3451,5.4232,23.8706,3.4216,23,16,34,23,0.4952,-0.2159,21.2946,32.2235,5.4017,32,21,80,32,3.3714,23.3481,29.7261,66.7906,23.9989,78,25,142,65,0.3861,-0.5312,27.9212,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\910_0801-1773.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\910_0801-1773.tif
